award_title,award_words,major_keywords,vision_contents,prestige,prestige_score,Big Major Category #1,Big Major Category #2,Big Major Category #3,Big Major Category #4
Nature Biotechnology   ,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Nature Cell Biology   ,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Nature Chemical Biology    ,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Nature Chemistry           ,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Nature Medicine,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Nature Physics    ,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Nature Reviews Immunology,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Naval Science Awards Program (NSAP),,No Extra Match,NaN,Very Selective,4,Math/Science,,,
NCFL Grand National Speech & Debate Tournament ,,No Extra Match,NaN,Very Selective,4,Social Science,,,
NCTE Program to Recognize Excellence in Student Literary Magazines(PRESLM),,No Extra Match,NaN,Mediocre,2,Humanities,Communication,,
"NDEO Artistic Merit, Leadership and Academic Achievement Award by NHSDA",,No Extra Match,NaN,Selective,3,Performing Arts,,,
NEDC (National Engineering Design Challenge),,No Extra Match,NaN,Very Selective,4,Tech/Engineering,,,
"NESDA (New European Speech, Debate, and Acting Association) Competition",,No Extra Match,NaN,Selective,3,Social Science,,,
Neuroscience for Kids Writing Contest,,No Extra Match,NaN,Selective,3,Math/Science,,,
New Electronics,,No Extra Match,NaN,Very Selective,4,Tech/Engineering,,,
New England Journal of Medicine,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
New England Young Writers Conference at Middlebury College,,No Extra Match,NaN,Very Selective,4,Humanities,,,
New Journal of Physics,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
New Voices Young Writer's Competition,,No Extra Match,NaN,Very Selective,4,Humanities,,,
"New York StartUP!  Business Plan Competition
",,No Extra Match,NaN,Very Selective,4,Business,,,
New York Times Summer Reading Contest,,No Extra Match,NaN,Very Selective,4,Humanities,Communication,,
NFL (National Speech and Debate Tournament),,No Extra Match,NaN,Very Selective,4,Social Science,,,
NFPW High School Communication Competition ,,No Extra Match,NaN,Very Selective,4,Social Science,Communication,,
NFPW High School Journalism Contest,,No Extra Match,NaN,Very Selective,4,Humanities,,,
NFTE National Youth Entrepreneurship Challenge,,No Extra Match,NaN,Very Selective,4,Business,,,
NJ Business Idea Competition,,No Extra Match,NaN,Mediocre,2,Business,,,
Nob Yoshigahara Puzzle Design Competition,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
"Norman Mailer High School and College Writing Awards(NCTE)
",,No Extra Match,NaN,Very Selective,4,Humanities,,,
North American Computational Linguistics Olympiad (NACLO),,No Extra Match,NaN,Very Selective,4,Humanities,,,
North American Envirothon,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
NRA Civil Rights Defense Fund Essay Contest,,No Extra Match,NaN,Very Selective,4,Humanities,,,
NTU Ideas.inc. Business Challenge 2011 ,,No Extra Match,NaN,Very Selective,4,Business,,,
Odyssey of the Mind,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Ohio Mathematics League,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Olympiada of Spoken Russian,,No Extra Match,NaN,Selective,3,Humanities,,,
Online Math League,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Operation Noah Inc.,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
PARABOLA (the Australian Mathematics Trust & University of South Wales),,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Pascal Contest,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Passion for Fashion Competition (Art Institute) ,,No Extra Match,NaN,Very Selective,4,Visual Arts,,,
Past and Present Oxford Journals,,No Extra Match,NaN,Very Selective,4,Humanities,,,
People & Planet International Photo Competition,,No Extra Match,NaN,Very Selective,4,Visual Arts,,,
Peter Drucker Challenge Essay and Video Contest,,No Extra Match,NaN,Very Selective,4,Business,,,
Philosophy Olympiad,,No Extra Match,NaN,Very Selective,4,Humanities,,,
Physics Bowl,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
"Pioneer '12: The Business (Marketing, Intl. Biz) Plan Competition ",,No Extra Match,NaN,Very Selective,4,Business,,,
PLATO High School Essay Contest,,No Extra Match,NaN,Selective,3,Humanities,,,
PLoS Journal,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
"Plugged in
Young Producers Program (YPP): ",,No Extra Match,NaN,Selective,3,Tech/Engineering,,,
Plural + Video Festival,,No Extra Match,NaN,Very Selective,4,Visual Arts,,,
Plus Magazine ,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Poetry Out Loud Contest,,No Extra Match,NaN,Selective,3,Humanities,,,
"Poetry Society of America(PSA) Louise Louis/Emily F. Bourne Student Award 
",,No Extra Match,NaN,Very Selective,4,Humanities,,,
Portraits of Learning,,No Extra Match,NaN,Selective,3,Math/Science,,,
Poster Design Competition,,No Extra Match,NaN,Very Selective,4,Visual Arts,,,
President's Environment Youth Awards,,No Extra Match,NaN,Very Selective,4,Math/Science,Tech/Engineering,,
Princeton Power Math Round ,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Prudential Spirit of Community Awards,,No Extra Match,NaN,Very Selective,4,Social Science,,,
"Quill and Scroll International Writing and Photo Contest, and Blogging Competition",,No Extra Match,NaN,Very Selective,4,Humanities,Communication,,
Quill and Scroll Yearbook Excellence Contests,,No Extra Match,NaN,Very Selective,4,Social Science,Communication,,
Rachel Carson Sense of Wonder Contest,,No Extra Match,NaN,Selective,3,Performing Arts,,,
Radioelectronics and Communication Systems,,No Extra Match,NaN,Very Selective,4,Tech/Engineering,,,
Radioelectronics and Communication Systems,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
ReMembrance Day Essay/Poetry Contest,,No Extra Match,NaN,Selective,3,Social Science,,,
ReMembrance Day Poster Contest,,No Extra Match,NaN,Selective,3,Visual Arts,,,
Rensselaer Medal Award,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Rensselaer Polytechnic Institute Award,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Reports on Progress in Physics,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Rice Business Plan Competition,,No Extra Match,NaN,Very Selective,4,Business,,,
River of Words Poetry and Art Contest,,No Extra Match,NaN,Very Selective,4,Humanities,,,
Robo Cup,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Robo Games,,No Extra Match,NaN,Very Selective,4,Tech/Engineering,,,
Ross Mathematics Program in OH State,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
RPI High School Business Plan Competition,,No Extra Match,NaN,Selective,3,Business,,,
RubeGoldberg Machine Contest,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
RYSEF,Russian Youth Science and Engineering Fair,No Extra Match,NaN,Extremely Selective,5,Math/Science,Tech/Engineering,,
SAGE Global (Students for Advancement of Global Entrepreneurship),,No Extra Match,NaN,Very Selective,4,Business,,,
Saïd Global Entrepreneur Challenge,,No Extra Match,NaN,Very Selective,4,Business,,,
Scholastic Lexus Environmental Challenge,,No Extra Match,NaN,Very Selective,4,Social Science,,,
Science Days ,,No Extra Match,NaN,Selective,3,Math/Science,,,
Science Decathlon,,No Extra Match,NaN,Very Selective,4,Tech/Engineering,,,
Sejong Cultural Society Composition Competition,,No Extra Match,NaN,Selective,3,Music,,,
Sejong Cultural Society Music Competition,,No Extra Match,NaN,Selective,3,Music,,,
Sejong Cultural Society Writing Competition,,No Extra Match,NaN,Selective,3,Humanities,,,
SEVEN( Social Equity Venture Fund) Breakthrough Innovation Grant 2011 ,,No Extra Match,NaN,Very Selective,4,Business,,,
Shelley and Donald Rubin Foundation High School Essay Competition,,No Extra Match,NaN,Very Selective,4,Humanities,,,
Shiller Math Rising Star Scholarship,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Siemens Awards for Advanced Placement,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Siemens Competition,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Skills USA Championship,,No Extra Match,NaN,Very Selective,4,Visual Arts,,,
Skipping Stones Youth Honor Awards,,No Extra Match,NaN,Very Selective,4,Humanities,,,
SMART Competition,,No Extra Match,NaN,Very Selective,4,Tech/Engineering,,,
Social Impact Business Plan Competition 2012 ,,No Extra Match,NaN,Very Selective,4,Business,,,
Social Science and Medicine,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Society of Professional Journalists Essay Competition,,No Extra Match,NaN,Very Selective,4,Humanities,,,
Solar Car Challenge,,No Extra Match,NaN,Very Selective,4,Tech/Engineering,,,
Source America Design Challenge(formerly AbilityOne Design Challenge),,No Extra Match,NaN,Very Selective,4,Math/Science,,,
South Asia International Schools Association (SAISA) Math Competition ,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
SSI (Summer Science Institutes),,No Extra Match,NaN,Very Selective,4,Tech/Engineering,,,
Stage of Life - High School Writing Contest,,No Extra Match,NaN,Mediocre,2,Humanities,,,
Stanford Math Tournament,,No Extra Match,NaN,Selective,3,Math/Science,,,
Staples Youth Social Entrepreneur Competition 2011 ,,No Extra Match,NaN,Very Selective,4,Business,,,
State Wake Tech Mathematics contest,,No Extra Match,NaN,Selective,3,Math/Science,,,
Statistical Science,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Stock Market Game,,No Extra Match,NaN,Mediocre,2,Social Science,,,
Stockholm Junior Water Prize,,No Extra Match,NaN,Very Selective,4,Social Science,,,
Student Ideas for a Better America,,No Extra Match,NaN,Very Selective,4,Tech/Engineering,,,
Student Vehicle Competitions,,No Extra Match,NaN,Very Selective,4,Tech/Engineering,,,
Sudoku National Championship,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Sun Life Financial Canadian Open Mathematics Challenge,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Surfrider Foundation,,No Extra Match,NaN,Selective,3,Math/Science,,,
TAPPS Mathematics Academic,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Tata Idea Idol ,,No Extra Match,NaN,Very Selective,4,Business,,,
TCBRF YouPitch Contest,,No Extra Match,NaN,Very Selective,4,Business,,,
Team America Rocketry Challenge,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Team America Rocketry Challenge,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
TEAMS  ,,No Extra Match,NaN,Very Selective,4,Tech/Engineering,,,
TEAMS Competition,,No Extra Match,NaN,Very Selective,4,Tech/Engineering,,,
Technometrics,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Technovation,,No Extra Match,NaN,Very Selective,4,Business,,,
TechXplore,,No Extra Match,NaN,Very Selective,4,Tech/Engineering,,,
TeenInk (Competition & magazine),,No Extra Match,NaN,Selective,3,Humanities,,,
TeenInk Environment Contest ,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Ten80 Student Racing Challenge,,No Extra Match,NaN,Selective,3,Tech/Engineering,,,
Thacher Scholar Awards,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
The American Historical Review ,,No Extra Match,NaN,Very Selective,4,Humanities,,,
The American Statistician,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
The Annual Elizabeth Bishop Prizes,,No Extra Match,NaN,Very Selective,4,Humanities,,,
The Annual Writer's Digest Writing Competition,,No Extra Match,NaN,Very Selective,4,Humanities,,,
The Aristotle Philosophy Essay Writing Contest,,No Extra Match,NaN,Very Selective,4,Humanities,,,
The Art of Problem Solving Contest,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
The Artist Magazine's Annual Art Competition,,No Extra Match,NaN,Very Selective,4,Visual Arts,,,
The Atlas Shruggeds Essay Contest (Ayn Rand Foundation),,No Extra Match,NaN,Selective,3,Humanities,,,
The Bayer Young Environmental Envoy,,No Extra Match,NaN,Selective,3,Social Science,,,
The Bees Awards 3rd Edition San Francisco ,,No Extra Match,NaN,Very Selective,4,Social Science,,,
The Bennington Young Writers Awards,,No Extra Match,NaN,Very Selective,4,Humanities,,,
The Claremont Review (Canada),,No Extra Match,NaN,Very Selective,4,Humanities,,,
The Cleantech Open Accelerator & Competition,,No Extra Match,NaN,Very Selective,4,Business,,,
The Dance Awards Competition,,No Extra Match,NaN,Selective,3,Performing Arts,,,
The Edventures in Robotics Challenge (ERC),,No Extra Match,NaN,Very Selective,4,Tech/Engineering,,,
The Fountainhead Essay Contest (Ayn Rand Foundation),,No Extra Match,NaN,Selective,3,Humanities,,,
The Frederick Douglass Prize U.S. History Essay Contest for Massachusetts High School Students,,No Extra Match,NaN,Selective,3,Social Science,,,
The GCLE High School Students Chinese Speech Contest,,No Extra Match,NaN,Selective,3,Humanities,,,
The George S. & Stella M. Knight Essay Contest,,No Extra Match,NaN,Very Selective,4,Humanities,,,
The Global Social Venture Competition,,No Extra Match,NaN,Very Selective,4,Business,,,
The Harvard-MIT Mathematics Tournament,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
The International RoboCup Competition,,No Extra Match,NaN,Very Selective,4,Tech/Engineering,,,
"The International Sustainable World (Energy, Engineering, and Environment) Project (I-SWEEEP)",,No Extra Match,NaN,Very Selective,4,Math/Science,,,
The Internet Science and Technology Fair,,No Extra Match,NaN,Very Selective,4,Tech/Engineering,,,
The Journal of American History  ,,No Extra Match,NaN,Very Selective,4,Humanities,,,
The Journal of Experimental and Clinical Anatomy ,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
The Journal of Family Practice     ,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
The Journal of Young Investigators   ,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
The Junior Statesmen of America ,,No Extra Match,NaN,Mediocre,2,Social Science,,,
The Kenyon Review Short Fiction Contest,,No Extra Match,NaN,Very Selective,4,Humanities,,,
The Lancet,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
The Manchester Fiction/Poetry Prize ,,No Extra Match,NaN,Very Selective,4,Humanities,,,
The Marine Advanced Technology Education (MATE) Center,,No Extra Match,NaN,Very Selective,4,Tech/Engineering,,,
The National Flute Association Flute Choir Composition Competition,,No Extra Match,NaN,Selective,3,Music,,,
The New Cosmic Frontiers International Science Essay Competition On the Nature of our Universe and its Habitats,,No Extra Match,NaN,Very Selective,4,Humanities,,,
The New England Journal of Medicine    ,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
The New School Competition,,No Extra Match,NaN,Very Selective,4,Visual Arts,,,
"The Patricia Grodd Poetry Prize for Young Writers, The Kenyon Review
",,No Extra Match,NaN,Very Selective,4,Humanities,,,
The Pennsylvania High School Computer Fair and Competition,,No Extra Match,NaN,Very Selective,4,Visual Arts,,,
The Post Office Electrical Engineers' Journal,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
The Rensselaer Medal and Scholarship for Mathematics and Science,,No Extra Match,NaN,Selective,3,Tech/Engineering,,,
The Rhode Island Business Plan Competition,,No Extra Match,NaN,Selective,3,Business,,,
The Ronald Reagan High School Essay Contest ,,No Extra Match,NaN,Very Selective,4,Social Science,,,
The Rubincam Youth Award,,No Extra Match,NaN,Selective,3,Social Science,,,
The Schubert Club Bruce P. Carlson Student Scholarship Competition,,No Extra Match,NaN,Selective,3,Music,,,
The ScientificWorldJournal,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
The Storytellers Photography Competition,,No Extra Match,NaN,Very Selective,4,Visual Arts,,,
"The UC Berkeley Startup Competition (Bplan)
",,No Extra Match,NaN,Very Selective,4,Business,,,
"The Washington Post Young Journalists Development Program Awards
",,No Extra Match,NaN,Very Selective,4,Social Science,Communication,,
The White House Student Film Festival,,No Extra Match,NaN,Selective,3,Visual Arts,Communication,,
The William James Foundation's Sustainable Business Plan Competition,,No Extra Match,NaN,Very Selective,4,Business,,,
"Theology essay contest for high school seniors, Dominican University",,No Extra Match,NaN,Very Selective,4,Humanities,,,
Thespian Playworks,,No Extra Match,NaN,Very Selective,4,Humanities,Performing Arts,,
TISF,Taiwan Internatioinal Science Fair,No Extra Match,NaN,Extremely Selective,5,Math/Science,Tech/Engineering,,
TOC(Tournament of Champions) Debate Tournament,,No Extra Match,NaN,Very Selective,4,Social Science,,,
Tom Howard / John H. Reid Poetry Contest,,No Extra Match,NaN,Very Selective,4,Humanities,,,
Tom Howard/John H. Reid Short Story Contest,,No Extra Match,NaN,Very Selective,4,Humanities,,,
Topology,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
TOPSS (Teachers of Psychology in Secondary Schools) Essay Competition,,No Extra Match,NaN,Very Selective,4,Social Science,,,
Toronto National Biology Competition,,No Extra Match,NaN,Selective,3,Math/Science,,,
"Total Genius Campus 2012: Genius, Play the Energy Mix! ",,No Extra Match,NaN,Selective,3,Tech/Engineering,,,
ToyChallenge,,No Extra Match,NaN,Very Selective,4,Tech/Engineering,,,
Trends in Ecology,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
TSA High School Competitions,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
"TSA TEAMS (Tests of Engineering Aptitude, Mathematics and Science)",,No Extra Match,NaN,Very Selective,4,Math/Science,,,
TYE Global competition,,No Extra Match,NaN,Very Selective,4,Business,,,
U.S. Presidential Scholars Program (Award),,No Extra Match,NaN,Very Selective,4,Visual Arts,,,
Ultimate Innovation Competition,,No Extra Match,NaN,Selective,3,Business,,,
United States Biology Olympiad,USABO,No Extra Match,NaN,Very Selective,4,Math/Science,,,
United States Chemistry Olympiad,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
United States Physics Olympiad,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
United States Senate Youth Program,,No Extra Match,NaN,Very Selective,4,Social Science,,,
University of Fraser Valley Math Competition,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
UNK Business Competition Day,,No Extra Match,NaN,Selective,3,Business,,,
US Computing Olympiad,,No Extra Match,NaN,Very Selective,4,Tech/Engineering,,,
USA Mathematical Talent Search (USAMTS),,No Extra Match,NaN,Very Selective,4,Math/Science,,,
USAMO,United States of America Mathematics Olympiad,No Extra Match,NaN,Extremely Selective,5,Math/Science,,,
USNMA (USAA National Mathematics Award),,No Extra Match,NaN,Very Selective,4,Math/Science,,,
UVA High School Academic Business Competition,,No Extra Match,NaN,Mediocre,2,Business,,,
UVA-Darden Business Plan Competition,,No Extra Match,NaN,Very Selective,4,Business,,,
Venture Capital Investment Competition(VCIC),,No Extra Match,NaN,Very Selective,4,Business,,,
Venture Labs Investment Competition,,No Extra Match,NaN,Very Selective,4,Business,,,
VEX Robotics Competition,,No Extra Match,NaN,Very Selective,4,Tech/Engineering,,,
VIII A.B.S.H. Math Olympics,,No Extra Match,NaN,Selective,3,Math/Science,,,
Virginia Mathematics League Contest,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
Voice of Democracy Essay Contest,,No Extra Match,NaN,Very Selective,4,Humanities,,,
Walmart Better Living Business Plan Challenge,,No Extra Match,NaN,Very Selective,4,Business,,,
Waterloo Math Competition ,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
WCU Foreign Language Contest for High School Students,,No Extra Match,NaN,Selective,3,Humanities,,,
"Weekly Reader ""What's Your Story?"" Student Publishing Contest",,No Extra Match,NaN,Very Selective,4,Humanities,Communication,,
Wellesley Book Prize,,No Extra Match,NaN,Selective,3,Humanities,,,
West Point Bridge Design Contest,,No Extra Match,NaN,Very Selective,4,Tech/Engineering,,,
William Faulkner - William Wisdom Creative Writing Competition,,No Extra Match,NaN,Very Selective,4,Humanities,,,
Windpower Monthly,,No Extra Match,NaN,Very Selective,4,Tech/Engineering,,,
Winston Science,,No Extra Match,NaN,Selective,3,Math/Science,,,
Wooster Math Competition,,No Extra Match,NaN,Mediocre,2,Math/Science,,,
Worcester Polytechnic Institute (WPI) Math Competition,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
World Biodiversity Congress,,No Extra Match,NaN,Very Selective,4,Tech/Engineering,,,
World City Water Forum ,,No Extra Match,NaN,Very Selective,4,Tech/Engineering,,,
World Debate Institute,,No Extra Match,NaN,Mediocre,2,Social Science,,,
World Individual Debating and Public Speaking Competition,,No Extra Match,NaN,Very Selective,4,Social Science,,,
"World Languages & Cultures Contest at Turkish Cultural Center, NY",,No Extra Match,NaN,Selective,3,Humanities,,,
World Mathematics Team Championship,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
World Maths Day,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
World Online Debating Championships(WODC),,No Extra Match,NaN,Very Selective,4,Social Science,,,
World Scholars Cup Debate,,No Extra Match,NaN,Very Selective,4,Social Science,,,
World Summit Youth Award,,No Extra Match,NaN,Very Selective,4,Social Science,,,
"Writing Conference, Inc Writing Competition",,No Extra Match,NaN,Selective,3,Humanities,,,
Writing For Peace - Young Writers Contest ,,No Extra Match,NaN,Very Selective,4,Humanities,,,
Xenobiotica,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
YES! National Student Writing Competition,,No Extra Match,NaN,Very Selective,4,Humanities,,,
Young Eco-Hero Awards,,No Extra Match,NaN,Very Selective,4,Math/Science,,,
"Young Entrepreneurs' Business Plan Competition by Entrepreneurship Advancement Center (EAC).  
",,No Extra Match,NaN,Very Selective,4,Business,,,
Young High School Entrepreneur Award,,No Extra Match,NaN,Very Selective,4,Business,,,
Young Naturalist Awards,,No Extra Match,NaN,Very Selective,4,Social Science,Communication,,
Young Playwrights Inc. National Playwriting Competition,,No Extra Match,NaN,Very Selective,4,Humanities,Performing Arts,,
"Your Ideas, Your Nato- Politics Essay",,No Extra Match,NaN,Very Selective,4,Humanities,,,
Youthink Magazine Regular Writer (Teens online magazine),,No Extra Match,NaN,Very Selective,4,Humanities,,,
YSM,Youth Science Meeting,No Extra Match,NaN,Extremely Selective,5,Math/Science,Tech/Engineering,,
ZERO Robotics,,No Extra Match,NaN,Selective,3,Tech/Engineering,,,
IHBB,International History Bee and Bowl,No Extra Match,Y,Very Selective,4,Humanities,,,
IGTMC,International Green Technologies & Movements Competition,Research,Y,Very Selective,4,Math/Science,Social Science,,
IGTMC,International Green Technologies & Movements Competition,Makerthon,Y,Very Selective,4,Tech/Engineering,,,
IGTMC,International Green Technologies & Movements Competition,No Extra Match,Y,Very Selective,4,Math/Science,Social Science,,
YouthCause,YouthCause.org,No Extra Match,Y,Very Selective,4,Social Science,,,
GATSVI Business Competition,,No Extra Match,Y,Very Selective,4,Business,Tech/Engineering,,
Embark Research,,No Extra Match,Y,Very Selective,4,Humanities,Social Science,,
Sparklabs Tech Startup Challenge,TSC,No Extra Match,Y,Extremely Selective,5,Tech/Engineering,Business,Social Science,
Make for Change,,No Extra Match,Y,Extremely Selective,5,Tech/Engineering,Business,Social Science,
VolunteerThon,,No Extra Match,Y,Extremely Selective,5,Social Science,,,
UCI-GATI Science Journal,,No Extra Match,Y,Very Selective,4,Math/Science,Tech/Engineering,,
WICO,World Invention Creativity Olympiad,No Extra Match,Y,Selective,3,Tech/Engineering,,,
AI Jam,AI-JAM,No Extra Match,Y,Selective,3,Tech/Engineering,,,
,,,,,,,,,
